lr-AdamW/pg3,_timestamp,trainer/global_step,_step,lr-AdamW/pg4,lr-AdamW/pg1,lr-AdamW/pg2,_runtime,epoch,train/loss_step,val/mae_epoch,val/loss,val/mae,val/r2,train/loss_epoch,train/mae,test/r2,test/mae_epoch,test/mae
7.368342578411103e-06,1770725553.6019871,19129,6181,7.368342578411103e-06,7.368342578411102e-05,7.368342578411102e-05,6450.889078291,,,,,,,,,,,
,1770725553.7462142,19129,6182,,,,6451.030234139,222.0,0.009564942680299282,,,,,,,,,
7.346433401107788e-06,1770725556.854468,19139,6183,7.346433401107788e-06,7.346433401107788e-05,7.346433401107788e-05,6454.141071868,,,,,,,,,,,
7.346433401107788e-06,1770725557.0283232,19139,6184,7.346433401107788e-06,7.346433401107788e-05,7.346433401107788e-05,6454.315062852,,,,,,,,,,,
,1770725557.174477,19139,6185,,,,6454.458648307,222.0,0.018848303705453873,,,,,,,,,
7.324551045894623e-06,1770725560.24376,19149,6186,7.324551045894623e-06,7.324551045894622e-05,7.324551045894622e-05,6457.531126374,,,,,,,,,,,
7.324551045894623e-06,1770725560.4050226,19149,6187,7.324551045894623e-06,7.324551045894622e-05,7.324551045894622e-05,6457.692050653,,,,,,,,,,,
,1770725560.5495179,19149,6188,,,,6457.833552422,222.0,0.01602451503276825,,,,,,,,,
7.3026970028877264e-06,1770725563.4414358,19159,6189,7.3026970028877264e-06,7.302697002887727e-05,7.302697002887727e-05,6460.728203792,,,,,,,,,,,
7.3026970028877264e-06,1770725563.6036496,19159,6190,7.3026970028877264e-06,7.302697002887727e-05,7.302697002887727e-05,6460.890063319,,,,,,,,,,,
,1770725563.7482605,19159,6191,,,,6461.032295677,222.0,0.007870524190366268,,,,,,,,,
7.280872762203217e-06,1770725566.7914824,19169,6192,7.280872762203217e-06,7.280872762203216e-05,7.280872762203216e-05,6464.075678966,,,,,,,,,,,
7.280872762203217e-06,1770725566.9508717,19169,6193,7.280872762203217e-06,7.280872762203216e-05,7.280872762203216e-05,6464.234912901,,,,,,,,,,,
,1770725567.0954123,19169,6194,,,,6464.379393743,222.0,0.012419532984495163,,,,,,,,,
,1770725570.9944544,19177,6195,,,,6468.278702431,222.0,,5.1184163093566895,0.08458368480205536,5.118415832519531,0.9161348342895508,,,,,
,1770725570.9961395,19177,6196,,,,6468.280078381,222.0,,,,,,0.012485367245972157,2.2999212741851807,,,
7.259072363376617e-06,1770725571.3327165,19179,6197,7.259072363376617e-06,7.259072363376617e-05,7.259072363376617e-05,6468.619197692,,,,,,,,,,,
7.259072363376617e-06,1770725571.494892,19179,6198,7.259072363376617e-06,7.259072363376617e-05,7.259072363376617e-05,6468.782080088,,,,,,,,,,,
,1770725571.6393216,19179,6199,,,,6468.923315126,223.0,0.0073945713229477406,,,,,,,,,
7.237298786640168e-06,1770725574.5292883,19189,6200,7.237298786640168e-06,7.237298786640167e-05,7.237298786640167e-05,6471.816240557,,,,,,,,,,,
7.237298786640168e-06,1770725574.691347,19189,6201,7.237298786640168e-06,7.237298786640167e-05,7.237298786640167e-05,6471.975352939,,,,,,,,,,,
,1770725574.8355355,19189,6202,,,,6472.119496323,223.0,0.005223157815635204,,,,,,,,,
7.215556502342224e-06,1770725577.781137,19199,6203,7.215556502342224e-06,7.215556502342224e-05,7.215556502342224e-05,6475.065345634,,,,,,,,,,,
7.215556502342224e-06,1770725577.9410346,19199,6204,7.215556502342224e-06,7.215556502342224e-05,7.215556502342224e-05,6475.225086081,,,,,,,,,,,
,1770725578.085105,19199,6205,,,,6475.369075103,223.0,0.016038810834288597,,,,,,,,,
7.1938365697860725e-06,1770725580.9741786,19209,6206,7.1938365697860725e-06,7.193836569786072e-05,7.193836569786072e-05,6478.261246799,,,,,,,,,,,
7.1938365697860725e-06,1770725581.1363451,19209,6207,7.1938365697860725e-06,7.193836569786072e-05,7.193836569786072e-05,6478.423103241,,,,,,,,,,,
,1770725581.2803247,19209,6208,,,,6478.564326861,223.0,0.018662896007299423,,,,,,,,,
7.172144949436188e-06,1770725584.1729643,19219,6209,7.172144949436188e-06,7.172144949436188e-05,7.172144949436188e-05,6481.460968644,,,,,,,,,,,
7.172144949436188e-06,1770725584.335236,19219,6210,7.172144949436188e-06,7.172144949436188e-05,7.172144949436188e-05,6481.622057321,,,,,,,,,,,
,1770725584.4791875,19219,6211,,,,6481.763235502,223.0,0.009984662756323814,,,,,,,,,
7.150480151176453e-06,1770725587.4026952,19229,6212,7.150480151176453e-06,7.150480151176452e-05,7.150480151176452e-05,6484.686884451,,,,,,,,,,,
7.150480151176453e-06,1770725587.5622823,19229,6213,7.150480151176453e-06,7.150480151176452e-05,7.150480151176452e-05,6484.846329283,,,,,,,,,,,
,1770725587.7067833,19229,6214,,,,6484.990758638,223.0,0.013080967590212822,,,,,,,,,
7.128846645355225e-06,1770725590.7368734,19239,6215,7.128846645355225e-06,7.128846645355224e-05,7.128846645355224e-05,6488.023237193,,,,,,,,,,,
7.128846645355225e-06,1770725590.9066818,19239,6216,7.128846645355225e-06,7.128846645355224e-05,7.128846645355224e-05,6488.193060024,,,,,,,,,,,
,1770725591.052543,19239,6217,,,,6488.336711418,223.0,0.012438766658306122,,,,,,,,,
7.1072369813919074e-06,1770725594.105162,19249,6218,7.1072369813919074e-06,7.107236981391907e-05,7.107236981391907e-05,6491.392112451,,,,,,,,,,,
7.1072369813919074e-06,1770725594.2718306,19249,6219,7.1072369813919074e-06,7.107236981391907e-05,7.107236981391907e-05,6491.558059449,,,,,,,,,,,
,1770725594.417619,19249,6220,,,,6491.701773698,223.0,0.01197432354092598,,,,,,,,,
7.085654139518738e-06,1770725597.465642,19259,6221,7.085654139518738e-06,7.085654139518738e-05,7.085654139518738e-05,6494.749862836,,,,,,,,,,,
7.085654139518738e-06,1770725597.6332603,19259,6222,7.085654139518738e-06,7.085654139518738e-05,7.085654139518738e-05,6494.91744787,,,,,,,,,,,
,1770725597.77917,19259,6223,,,,6495.063358013,223.0,0.006699597463011742,,,,,,,,,
,1770725600.5641673,19263,6224,,,,6497.848489623,223.0,,5.107105731964111,0.08320915699005127,5.1071062088012695,0.9174782037734985,,,,,
,1770725600.5670202,19263,6225,,,,6497.851255916,223.0,,,,,,0.012278852052986622,2.2879819869995117,,,
7.064102590084077e-06,1770725602.3295972,19269,6226,7.064102590084077e-06,7.064102590084076e-05,7.064102590084076e-05,6499.613833274,,,,,,,,,,,
7.064102590084077e-06,1770725602.5010943,19269,6227,7.064102590084077e-06,7.064102590084076e-05,7.064102590084076e-05,6499.785321952,,,,,,,,,,,
,1770725602.647659,19269,6228,,,,6499.931831718,224.0,0.01821177825331688,,,,,,,,,
7.042574882507325e-06,1770725605.7457418,19279,6229,7.042574882507325e-06,7.042574882507324e-05,7.042574882507324e-05,6503.032118402,,,,,,,,,,,
7.042574882507325e-06,1770725605.905521,19279,6230,7.042574882507325e-06,7.042574882507324e-05,7.042574882507324e-05,6503.189637907,,,,,,,,,,,
,1770725606.0498846,19279,6231,,,,6503.333861802,224.0,0.011833015829324722,,,,,,,,,
7.021073997020722e-06,1770725608.942316,19289,6232,7.021073997020722e-06,7.021073997020721e-05,7.021073997020721e-05,6506.229252109,,,,,,,,,,,
7.021073997020722e-06,1770725609.1057482,19289,6233,7.021073997020722e-06,7.021073997020721e-05,7.021073997020721e-05,6506.389815405,,,,,,,,,,,
,1770725609.250456,19289,6234,,,,6506.534414865,224.0,0.011794870719313622,,,,,,,,,
6.999601423740387e-06,1770725612.2111468,19299,6235,6.999601423740387e-06,6.999601423740387e-05,6.999601423740387e-05,6509.498280076,,,,,,,,,,,
6.999601423740387e-06,1770725612.3857183,19299,6236,6.999601423740387e-06,6.999601423740387e-05,6.999601423740387e-05,6509.672136007,,,,,,,,,,,
,1770725612.5315092,19299,6237,,,,6509.815670916,224.0,0.02021738514304161,,,,,,,,,
6.97816014289856e-06,1770725615.4803715,19309,6238,6.97816014289856e-06,6.97816014289856e-05,6.97816014289856e-05,6512.767098027,,,,,,,,,,,
6.97816014289856e-06,1770725615.6396513,19309,6239,6.97816014289856e-06,6.97816014289856e-05,6.97816014289856e-05,6512.92605165,,,,,,,,,,,
,1770725615.783594,19309,6240,,,,6513.067635843,224.0,0.012350408360362053,,,,,,,,,
6.9567427039146425e-06,1770725618.6771722,19319,6241,6.9567427039146425e-06,6.956742703914643e-05,6.956742703914643e-05,6515.961368184,,,,,,,,,,,
6.9567427039146425e-06,1770725618.838264,19319,6242,6.9567427039146425e-06,6.956742703914643e-05,6.956742703914643e-05,6516.122354726,,,,,,,,,,,
,1770725618.9830537,19319,6243,,,,6516.267048529,224.0,0.018195930868387222,,,,,,,,,
6.935352087020874e-06,1770725621.9477081,19329,6244,6.935352087020874e-06,6.935352087020874e-05,6.935352087020874e-05,6519.234253014,,,,,,,,,,,
6.935352087020874e-06,1770725622.1216984,19329,6245,6.935352087020874e-06,6.935352087020874e-05,6.935352087020874e-05,6519.408061384,,,,,,,,,,,
,1770725622.2677827,19329,6246,,,,6519.551934851,224.0,0.023221470415592194,,,,,,,,,
6.913994252681733e-06,1770725625.21399,19339,6247,6.913994252681733e-06,6.913994252681733e-05,6.913994252681733e-05,6522.502062096,,,,,,,,,,,
6.913994252681733e-06,1770725625.376315,19339,6248,6.913994252681733e-06,6.913994252681733e-05,6.913994252681733e-05,6522.663062379,,,,,,,,,,,
,1770725625.5202663,19339,6249,,,,6522.804307351,224.0,0.018996462225914,,,,,,,,,
6.892658770084382e-06,1770725628.4145834,19349,6250,6.892658770084382e-06,6.892658770084381e-05,6.892658770084381e-05,6525.698766014,,,,,,,,,,,
6.892658770084382e-06,1770725628.563435,19349,6251,6.892658770084382e-06,6.892658770084381e-05,6.892658770084381e-05,6525.847455269,,,,,,,,,,,
,1770725628.6199322,19349,6252,,,,6525.903879547,224.0,0.017888467758893967,,,,,,,,,
,1770725630.062382,19349,6253,,,,6527.34657165,224.0,,5.117941856384277,0.08199033886194229,5.1179423332214355,0.9187170267105103,,,,,
,1770725630.064001,19349,6254,,,,6527.347908943,224.0,,,,,,0.01272555347532034,2.323209285736084,,,
6.8713515996932984e-06,1770725633.1043673,19359,6255,6.8713515996932984e-06,6.871351599693298e-05,6.871351599693298e-05,6530.391270413,,,,,,,,,,,
6.8713515996932984e-06,1770725633.2685516,19359,6256,6.8713515996932984e-06,6.871351599693298e-05,6.871351599693298e-05,6530.552604889,,,,,,,,,,,
,1770725633.4130602,19359,6257,,,,6530.697024398,225.0,0.011777049861848354,,,,,,,,,
6.850075721740723e-06,1770725636.3096726,19369,6258,6.850075721740723e-06,6.850075721740722e-05,6.850075721740722e-05,6533.595177952,,,,,,,,,,,
6.850075721740723e-06,1770725636.4697251,19369,6259,6.850075721740723e-06,6.850075721740722e-05,6.850075721740722e-05,6533.756073948,,,,,,,,,,,
,1770725636.6140215,19369,6260,,,,6533.897983801,225.0,0.014214200899004936,,,,,,,,,
6.8288236856460574e-06,1770725639.5057616,19379,6261,6.8288236856460574e-06,6.828823685646057e-05,6.828823685646057e-05,6536.789954959,,,,,,,,,,,
6.8288236856460574e-06,1770725639.6658127,19379,6262,6.8288236856460574e-06,6.828823685646057e-05,6.828823685646057e-05,6536.949861887,,,,,,,,,,,
,1770725639.8099794,19379,6263,,,,6537.093972812,225.0,0.011050039902329445,,,,,,,,,
6.80759996175766e-06,1770725642.8432992,19389,6264,6.80759996175766e-06,6.80759996175766e-05,6.80759996175766e-05,6540.131077044,,,,,,,,,,,
6.80759996175766e-06,1770725643.0051634,19389,6265,6.80759996175766e-06,6.80759996175766e-05,6.80759996175766e-05,6540.292056225,,,,,,,,,,,
,1770725643.1488268,19389,6266,,,,6540.43285824,225.0,0.006775611080229282,,,,,,,,,
6.786404550075531e-06,1770725646.0403311,19399,6267,6.786404550075531e-06,6.786404550075532e-05,6.786404550075532e-05,6543.324483458,,,,,,,,,,,
6.786404550075531e-06,1770725646.2005029,19399,6268,6.786404550075531e-06,6.786404550075532e-05,6.786404550075532e-05,6543.484579841,,,,,,,,,,,
,1770725646.3447728,19399,6269,,,,6543.628775323,225.0,0.013375183567404747,,,,,,,,,
6.7652404308319096e-06,1770725649.3492942,19409,6270,6.7652404308319096e-06,6.765240430831909e-05,6.765240430831909e-05,6546.636090962,,,,,,,,,,,
6.7652404308319096e-06,1770725649.5085115,19409,6271,6.7652404308319096e-06,6.765240430831909e-05,6.765240430831909e-05,6546.795051706,,,,,,,,,,,
,1770725649.652851,19409,6272,,,,6546.936893767,225.0,0.012457609176635742,,,,,,,,,
6.744100153446198e-06,1770725652.7369514,19419,6273,6.744100153446198e-06,6.744100153446198e-05,6.744100153446198e-05,6550.024121803,,,,,,,,,,,
6.744100153446198e-06,1770725652.8960946,19419,6274,6.744100153446198e-06,6.744100153446198e-05,6.744100153446198e-05,6550.183063288,,,,,,,,,,,
,1770725653.0400271,19419,6275,,,,6550.32405637,225.0,0.0143996961414814,,,,,,,,,
6.722988188266754e-06,1770725655.9302917,19429,6276,6.722988188266754e-06,6.722988188266755e-05,6.722988188266755e-05,6553.21448795,,,,,,,,,,,
6.722988188266754e-06,1770725656.089857,19429,6277,6.722988188266754e-06,6.722988188266755e-05,6.722988188266755e-05,6553.373920444,,,,,,,,,,,
,1770725656.2344756,19429,6278,,,,6553.518475107,225.0,0.010503820143640041,,,,,,,,,
,1770725659.49606,19435,6279,,,,6556.78033449,225.0,,5.113726615905762,0.08337686210870743,5.1137261390686035,0.9173223972320557,,,,,
,1770725659.4977782,19435,6280,,,,6556.781715949,225.0,,,,,,0.012111029587686062,2.274729013442993,,,
6.701907515525818e-06,1770725660.5439029,19439,6281,6.701907515525818e-06,6.701907515525819e-05,6.701907515525819e-05,6557.830126783,,,,,,,,,,,
6.701907515525818e-06,1770725660.7153873,19439,6282,6.701907515525818e-06,6.701907515525819e-05,6.701907515525819e-05,6558.002061813,,,,,,,,,,,
,1770725660.8613648,19439,6283,,,,6558.145434146,226.0,0.007109228987246752,,,,,,,,,
6.680850684642792e-06,1770725663.8114812,19449,6284,6.680850684642792e-06,6.680850684642792e-05,6.680850684642792e-05,6561.095692895,,,,,,,,,,,
6.680850684642792e-06,1770725663.9708238,19449,6285,6.680850684642792e-06,6.680850684642792e-05,6.680850684642792e-05,6561.254872908,,,,,,,,,,,
,1770725664.1153626,19449,6286,,,,6561.399342122,226.0,0.015312235802412033,,,,,,,,,
6.659822165966034e-06,1770725667.0051575,19459,6287,6.659822165966034e-06,6.659822165966034e-05,6.659822165966034e-05,6564.289342332,,,,,,,,,,,
6.659822165966034e-06,1770725667.1645975,19459,6288,6.659822165966034e-06,6.659822165966034e-05,6.659822165966034e-05,6564.448645271,,,,,,,,,,,
,1770725667.3093383,19459,6289,,,,6564.593338652,226.0,0.016394637525081635,,,,,,,,,
6.638821959495544e-06,1770725670.272557,19469,6290,6.638821959495544e-06,6.638821959495545e-05,6.638821959495545e-05,6567.559123917,,,,,,,,,,,
6.638821959495544e-06,1770725670.4410844,19469,6291,6.638821959495544e-06,6.638821959495545e-05,6.638821959495545e-05,6567.728056518,,,,,,,,,,,
,1770725670.5868752,19469,6292,,,,6567.871079396,226.0,0.016423434019088745,,,,,,,,,
6.617853045463562e-06,1770725673.5440376,19479,6293,6.617853045463562e-06,6.617853045463562e-05,6.617853045463562e-05,6570.832066789,,,,,,,,,,,
6.617853045463562e-06,1770725673.7061834,19479,6294,6.617853045463562e-06,6.617853045463562e-05,6.617853045463562e-05,6570.993061064,,,,,,,,,,,
,1770725673.850503,19479,6295,,,,6571.1345481,226.0,0.012367650866508484,,,,,,,,,
6.59690946340561e-06,1770725676.7410645,19489,6296,6.59690946340561e-06,6.596909463405609e-05,6.596909463405609e-05,6574.025250325,,,,,,,,,,,
6.59690946340561e-06,1770725676.9005888,19489,6297,6.59690946340561e-06,6.596909463405609e-05,6.596909463405609e-05,6574.184628677,,,,,,,,,,,
,1770725677.0452592,19489,6298,,,,6574.329262228,226.0,0.01134220790117979,,,,,,,,,
6.575994193553925e-06,1770725680.0059702,19499,6299,6.575994193553925e-06,6.575994193553924e-05,6.575994193553924e-05,6577.291167844,,,,,,,,,,,
6.575994193553925e-06,1770725680.1781447,19499,6300,6.575994193553925e-06,6.575994193553924e-05,6.575994193553924e-05,6577.465129473,,,,,,,,,,,
,1770725680.3240283,19499,6301,,,,6577.608199281,226.0,0.010517483577132225,,,,,,,,,
6.555110216140747e-06,1770725683.280469,19509,6302,6.555110216140747e-06,6.555110216140748e-05,6.555110216140748e-05,6580.568119478,,,,,,,,,,,
6.555110216140747e-06,1770725683.4422965,19509,6303,6.555110216140747e-06,6.555110216140748e-05,6.555110216140748e-05,6580.726271605,,,,,,,,,,,
,1770725683.5868309,19509,6304,,,,6580.870878616,226.0,0.008069658651947975,,,,,,,,,
6.53425008058548e-06,1770725686.477635,19519,6305,6.53425008058548e-06,6.534250080585479e-05,6.534250080585479e-05,6583.761830166,,,,,,,,,,,
6.53425008058548e-06,1770725686.6371727,19519,6306,6.53425008058548e-06,6.534250080585479e-05,6.534250080585479e-05,6583.921274287,,,,,,,,,,,
,1770725686.7818067,19519,6307,,,,6584.065790512,226.0,0.01616802252829075,,,,,,,,,
,1770725688.7655182,19521,6308,,,,6586.049788369,226.0,,5.056567192077637,0.08089454472064972,5.0565667152404785,0.9197859764099121,,,,,
,1770725688.767477,19521,6309,,,,6586.051449159,226.0,,,,,,0.012096832506358624,2.2622363567352295,,,
6.513418257236481e-06,1770725691.1598883,19529,6310,6.513418257236481e-06,6.513418257236481e-05,6.513418257236481e-05,6588.444073703,,,,,,,,,,,
6.513418257236481e-06,1770725691.3193617,19529,6311,6.513418257236481e-06,6.513418257236481e-05,6.513418257236481e-05,6588.60607348,,,,,,,,,,,
,1770725691.4638586,19529,6312,,,,6588.747873948,227.0,0.012519653886556625,,,,,,,,,
6.49261623620987e-06,1770725694.3527076,19539,6313,6.49261623620987e-06,6.49261623620987e-05,6.49261623620987e-05,6591.640088688,,,,,,,,,,,
6.49261623620987e-06,1770725694.5142882,19539,6314,6.49261623620987e-06,6.49261623620987e-05,6.49261623620987e-05,6591.801060278,,,,,,,,,,,
,1770725694.658874,19539,6315,,,,6591.942942038,227.0,0.018207719549536705,,,,,,,,,
6.471845507621766e-06,1770725697.5532258,19549,6316,6.471845507621766e-06,6.471845507621765e-05,6.471845507621765e-05,6594.83741127,,,,,,,,,,,
6.471845507621766e-06,1770725697.7137024,19549,6317,6.471845507621766e-06,6.471845507621765e-05,6.471845507621765e-05,6594.9977911,,,,,,,,,,,
,1770725697.8585227,19549,6318,,,,6595.142505513,227.0,0.009399083442986012,,,,,,,,,
6.451098620891571e-06,1770725700.7494442,19559,6319,6.451098620891571e-06,6.451098620891571e-05,6.451098620891571e-05,6598.036249934,,,,,,,,,,,
6.451098620891571e-06,1770725700.9117274,19559,6320,6.451098620891571e-06,6.451098620891571e-05,6.451098620891571e-05,6598.198095359,,,,,,,,,,,
,1770725701.0563438,19559,6321,,,,6598.340365924,227.0,0.010954486206173897,,,,,,,,,
6.4303800463676455e-06,1770725703.9483716,19569,6322,6.4303800463676455e-06,6.430380046367646e-05,6.430380046367646e-05,6601.236069133,,,,,,,,,,,
6.4303800463676455e-06,1770725704.1103828,19569,6323,6.4303800463676455e-06,6.430380046367646e-05,6.430380046367646e-05,6601.39706524,,,,,,,,,,,
,1770725704.2545366,19569,6324,,,,6601.538586958,227.0,0.015174681320786476,,,,,,,,,
6.409695744514465e-06,1770725707.1480334,19579,6325,6.409695744514465e-06,6.409695744514466e-05,6.409695744514466e-05,6604.43223234,,,,,,,,,,,
6.409695744514465e-06,1770725707.307512,19579,6326,6.409695744514465e-06,6.409695744514466e-05,6.409695744514466e-05,6604.594072377,,,,,,,,,,,
,1770725707.452095,19579,6327,,,,6604.736111083,227.0,0.011503506451845169,,,,,,,,,
6.3890337944030764e-06,1770725710.3436983,19589,6328,6.3890337944030764e-06,6.389033794403076e-05,6.389033794403076e-05,6607.630247513,,,,,,,,,,,
6.3890337944030764e-06,1770725710.505929,19589,6329,6.3890337944030764e-06,6.389033794403076e-05,6.389033794403076e-05,6607.793089198,,,,,,,,,,,
,1770725710.6501694,19589,6330,,,,6607.934165816,227.0,0.015962716192007065,,,,,,,,,
6.368401646614075e-06,1770725713.5432582,19599,6331,6.368401646614075e-06,6.368401646614074e-05,6.368401646614074e-05,6610.830241074,,,,,,,,,,,
6.368401646614075e-06,1770725713.7061727,19599,6332,6.368401646614075e-06,6.368401646614074e-05,6.368401646614074e-05,6610.993092543,,,,,,,,,,,
,1770725713.850753,19599,6333,,,,6611.134759259,227.0,0.015493200160562992,,,,,,,,,
,1770725717.7541015,19607,6334,,,,6615.038147718,227.0,,5.147555828094482,0.08468088507652283,5.147555828094482,0.9160299301147461,,,,,
,1770725717.7554367,19607,6335,,,,6615.039593984,227.0,,,,,,0.012577325105667114,2.322404623031616,,,
6.347796320915222e-06,1770725718.0939105,19609,6336,6.347796320915222e-06,6.347796320915222e-05,6.347796320915222e-05,6615.381911266,,,,,,,,,,,
6.347796320915222e-06,1770725718.2560723,19609,6337,6.347796320915222e-06,6.347796320915222e-05,6.347796320915222e-05,6615.543053042,,,,,,,,,,,
,1770725718.4001403,19609,6338,,,,6615.684208459,228.0,0.019590329378843307,,,,,,,,,
6.327225267887116e-06,1770725721.2924368,19619,6339,6.327225267887116e-06,6.327225267887115e-05,6.327225267887115e-05,6618.576536637,,,,,,,,,,,
6.327225267887116e-06,1770725721.452826,19619,6340,6.327225267887116e-06,6.327225267887115e-05,6.327225267887115e-05,6618.736881443,,,,,,,,,,,
,1770725721.5970302,19619,6341,,,,6618.881019779,228.0,0.005328799597918987,,,,,,,,,
6.3066780567169195e-06,1770725724.4904008,19629,6342,6.3066780567169195e-06,6.306678056716919e-05,6.306678056716919e-05,6621.777264391,,,,,,,,,,,
6.3066780567169195e-06,1770725724.6527517,19629,6343,6.3066780567169195e-06,6.306678056716919e-05,6.306678056716919e-05,6621.936778317,,,,,,,,,,,
,1770725724.7968738,19629,6344,,,,6622.080858536,228.0,0.01227821409702301,,,,,,,,,
6.286159157752991e-06,1770725727.6916628,19639,6345,6.286159157752991e-06,6.28615915775299e-05,6.28615915775299e-05,6624.975859656,,,,,,,,,,,
6.286159157752991e-06,1770725727.8512838,19639,6346,6.286159157752991e-06,6.28615915775299e-05,6.28615915775299e-05,6625.135333722,,,,,,,,,,,
,1770725727.9955816,19639,6347,,,,6625.27956653,228.0,0.012468403205275536,,,,,,,,,
6.2656745314598085e-06,1770725730.9412603,19649,6348,6.2656745314598085e-06,6.265674531459809e-05,6.265674531459809e-05,6628.229099189,,,,,,,,,,,
6.2656745314598085e-06,1770725731.103594,19649,6349,6.2656745314598085e-06,6.265674531459809e-05,6.265674531459809e-05,6628.390062987,,,,,,,,,,,
,1770725731.2481582,19649,6350,,,,6628.532211518,228.0,0.017556872218847275,,,,,,,,,
6.245212256908417e-06,1770725734.1432893,19659,6351,6.245212256908417e-06,6.245212256908417e-05,6.245212256908417e-05,6631.43107413,,,,,,,,,,,
6.245212256908417e-06,1770725734.3052807,19659,6352,6.245212256908417e-06,6.245212256908417e-05,6.245212256908417e-05,6631.592060572,,,,,,,,,,,
,1770725734.44928,19659,6353,,,,6631.733339554,228.0,0.011897535063326359,,,,,,,,,
6.224779784679413e-06,1770725737.3482323,19669,6354,6.224779784679413e-06,6.224779784679413e-05,6.224779784679413e-05,6634.632421375,,,,,,,,,,,
6.224779784679413e-06,1770725737.5081973,19669,6355,6.224779784679413e-06,6.224779784679413e-05,6.224779784679413e-05,6634.792252809,,,,,,,,,,,
,1770725737.653083,19669,6356,,,,6634.93707232,228.0,0.016877636313438416,,,,,,,,,
6.204380095005035e-06,1770725740.5437028,19679,6357,6.204380095005035e-06,6.204380095005036e-05,6.204380095005036e-05,6637.831095066,,,,,,,,,,,
6.204380095005035e-06,1770725740.7055824,19679,6358,6.204380095005035e-06,6.204380095005036e-05,6.204380095005036e-05,6637.992051643,,,,,,,,,,,
,1770725740.8498185,19679,6359,,,,6638.133880554,228.0,0.01358414813876152,,,,,,,,,
6.1840057373046874e-06,1770725743.7449641,19689,6360,6.1840057373046874e-06,6.184005737304688e-05,6.184005737304688e-05,6641.032993401,,,,,,,,,,,
6.1840057373046874e-06,1770725743.9075172,19689,6361,6.1840057373046874e-06,6.184005737304688e-05,6.184005737304688e-05,6641.19406476,,,,,,,,,,,
,1770725744.0518146,19689,6362,,,,6641.335866219,228.0,0.010891886427998543,,,,,,,,,
,1770725746.675936,19693,6363,,,,6643.960199828,228.0,,5.147291660308838,0.08394837379455566,5.14729118347168,0.9167571067810059,,,,,
,1770725746.6776302,19693,6364,,,,6643.96157694,228.0,,,,,,0.012403523549437523,2.312844753265381,,,
6.163659691810608e-06,1770725748.2934625,19699,6365,6.163659691810608e-06,6.163659691810608e-05,6.163659691810608e-05,6645.581090321,,,,,,,,,,,
6.163659691810608e-06,1770725748.4555025,19699,6366,6.163659691810608e-06,6.163659691810608e-05,6.163659691810608e-05,6645.742058976,,,,,,,,,,,
,1770725748.5996385,19699,6367,,,,6645.883681666,229.0,0.008814393542706966,,,,,,,,,
6.143341958522797e-06,1770725751.4933913,19709,6368,6.143341958522797e-06,6.143341958522796e-05,6.143341958522796e-05,6648.777533424,,,,,,,,,,,
6.143341958522797e-06,1770725751.6533039,19709,6369,6.143341958522797e-06,6.143341958522796e-05,6.143341958522796e-05,6648.937351598,,,,,,,,,,,
,1770725751.797527,19709,6370,,,,6649.081502603,229.0,0.007220741361379623,,,,,,,,,
6.123057007789612e-06,1770725754.6932786,19719,6371,6.123057007789612e-06,6.123057007789613e-05,6.123057007789613e-05,6651.981099327,,,,,,,,,,,
6.123057007789612e-06,1770725754.8553686,19719,6372,6.123057007789612e-06,6.123057007789613e-05,6.123057007789613e-05,6652.142063175,,,,,,,,,,,
,1770725754.999503,19719,6373,,,,6652.283554717,229.0,0.01545027643442154,,,,,,,,,
6.102797389030457e-06,1770725757.8934102,19729,6374,6.102797389030457e-06,6.1027973890304566e-05,6.1027973890304566e-05,6655.177596361,,,,,,,,,,,
6.102797389030457e-06,1770725758.053188,19729,6375,6.102797389030457e-06,6.1027973890304566e-05,6.1027973890304566e-05,6655.337233532,,,,,,,,,,,
,1770725758.1973608,19729,6376,,,,6655.481345878,229.0,0.010088405571877956,,,,,,,,,
6.0825660824775695e-06,1770725761.0899103,19739,6377,6.0825660824775695e-06,6.08256608247757e-05,6.08256608247757e-05,6658.377973383,,,,,,,,,,,
6.0825660824775695e-06,1770725761.252704,19739,6378,6.0825660824775695e-06,6.08256608247757e-05,6.08256608247757e-05,6658.539064262,,,,,,,,,,,
,1770725761.3970063,19739,6379,,,,6658.681065652,229.0,0.012721729464828968,,,,,,,,,
6.062369048595429e-06,1770725764.2929318,19749,6380,6.062369048595429e-06,6.062369048595429e-05,6.062369048595429e-05,6661.580254992,,,,,,,,,,,
6.062369048595429e-06,1770725764.45591,19749,6381,6.062369048595429e-06,6.062369048595429e-05,6.062369048595429e-05,6661.743075805,,,,,,,,,,,
,1770725764.6001432,19749,6382,,,,6661.884191371,229.0,0.008304852992296219,,,,,,,,,
6.042195856571198e-06,1770725767.49514,19759,6383,6.042195856571198e-06,6.042195856571198e-05,6.042195856571198e-05,6664.779343155,,,,,,,,,,,
6.042195856571198e-06,1770725767.6544626,19759,6384,6.042195856571198e-06,6.042195856571198e-05,6.042195856571198e-05,6664.938502867,,,,,,,,,,,
,1770725767.798741,19759,6385,,,,6665.082711599,229.0,0.007227229420095682,,,,,,,,,
6.0220524668693544e-06,1770725770.689254,19769,6386,6.0220524668693544e-06,6.0220524668693544e-05,6.0220524668693544e-05,6667.977096728,,,,,,,,,,,
