trainer/global_step,_step,lr-AdamW/pg4,lr-AdamW/pg1,lr-AdamW/pg2,_runtime,lr-AdamW/pg3,_timestamp,epoch,train/loss_step,val/age_loss,val/medae,val/recon_loss,val/loss,val/mae,val/r2,train/recon_loss,train/age_loss,train/loss_epoch,train/mae,train/r2,train/medae,test/mae,test/loss,test/r2,test/recon_loss,test/medae,test/age_loss
329,171,0.0,6.58e-05,6.58e-05,1010.119076456,0.0,1778837752.821966,,,,,,,,,,,,,,,,,,,,
329,172,0.0,6.58e-05,6.58e-05,1010.789774432,0.0,1778837753.4928172,,,,,,,,,,,,,,,,,,,,
329,173,0.0,6.58e-05,6.58e-05,1011.46057384,0.0,1778837754.1634994,,,,,,,,,,,,,,,,,,,,
329,174,,,,1012.13255662,,1778837754.8354356,5.0,0.06958512961864471,,,,,,,,,,,,,,,,,,
339,175,0.0,6.780000000000001e-05,6.780000000000001e-05,1036.275510336,0.0,1778837778.9784985,,,,,,,,,,,,,,,,,,,,
339,176,0.0,6.780000000000001e-05,6.780000000000001e-05,1036.945362219,0.0,1778837779.6484208,,,,,,,,,,,,,,,,,,,,
339,177,0.0,6.780000000000001e-05,6.780000000000001e-05,1037.614998888,0.0,1778837780.31805,,,,,,,,,,,,,,,,,,,,
339,178,0.0,6.780000000000001e-05,6.780000000000001e-05,1038.284858783,0.0,1778837780.9879036,,,,,,,,,,,,,,,,,,,,
339,179,,,,1038.954883936,,1778837781.6579556,5.0,0.05859995633363724,,,,,,,,,,,,,,,,,,
341,180,,,,1068.206160636,,1778837810.9090497,5.0,,0.05455588549375534,7.088542938232422,0.0,0.05455588549375534,10.088418006896973,0.738700270652771,,,,,,,,,,,,
341,181,,,,1068.636382387,,1778837811.3392122,5.0,,,,,,,,0.0,0.0582648366689682,0.0582648366689682,10.610321044921875,0.7079287767410278,7.5625,,,,,,
349,182,0.0,6.98e-05,6.98e-05,1087.728312539,0.0,1778837830.4310684,,,,,,,,,,,,,,,,,,,,
349,183,0.0,6.98e-05,6.98e-05,1088.399200091,0.0,1778837831.1020644,,,,,,,,,,,,,,,,,,,,
349,184,0.0,6.98e-05,6.98e-05,1089.070245691,0.0,1778837831.7730982,,,,,,,,,,,,,,,,,,,,
349,185,0.0,6.98e-05,6.98e-05,1089.74050672,0.0,1778837832.443509,,,,,,,,,,,,,,,,,,,,
349,186,,,,1090.410784654,,1778837833.113858,6.0,0.04853421449661255,,,,,,,,,,,,,,,,,,
359,187,0.0,7.18e-05,7.18e-05,1114.543842537,0.0,1778837857.246678,,,,,,,,,,,,,,,,,,,,
359,188,0.0,7.18e-05,7.18e-05,1115.214570509,0.0,1778837857.9174867,,,,,,,,,,,,,,,,,,,,
359,189,0.0,7.18e-05,7.18e-05,1115.885655849,0.0,1778837858.588511,,,,,,,,,,,,,,,,,,,,
