lr-AdamW/pg4,_runtime,val/recon_loss,epoch,lr-AdamW/pg1,test/recon_loss,val/mae,train/r2,train/loss_step,val/r2,val/medae,train/age_loss,train/loss_epoch,trainer/global_step,train/mae,train/medae,lr-AdamW/pg3,test/age_loss,train/recon_loss,val/age_loss,_timestamp,lr-AdamW/pg2,test/medae,test/r2,test/mae,val/loss,_step,test/loss
4.123678667777779e-06,112547.405179221,,,2.0618393338888897e-05,,,,,,,,,12119,,,4.123678667777779e-06,,,,1779986133.5580163,2.0618393338888897e-05,,,,,6480,
4.123678667777779e-06,112549.691329574,,,2.0618393338888897e-05,,,,,,,,,12119,,,4.123678667777779e-06,,,,1779986135.8443313,2.0618393338888897e-05,,,,,6481,
4.123678667777779e-06,112551.97485593,,,2.0618393338888897e-05,,,,,,,,,12119,,,4.123678667777779e-06,,,,1779986138.1279,2.0618393338888897e-05,,,,,6482,
,112554.26285681,,212.0,,,,,0.028613289818167686,,,,,12119,,,,,,,1779986140.4158592,,,,,,6483,
4.108376240925208e-06,112636.573891911,,,2.054188120462604e-05,,,,,,,,,12129,,,4.108376240925208e-06,,,,1779986222.7266843,2.054188120462604e-05,,,,,6484,
4.108376240925208e-06,112638.861459747,,,2.054188120462604e-05,,,,,,,,,12129,,,4.108376240925208e-06,,,,1779986225.0144737,2.054188120462604e-05,,,,,6485,
4.108376240925208e-06,112641.147298689,,,2.054188120462604e-05,,,,,,,,,12129,,,4.108376240925208e-06,,,,1779986227.3001611,2.054188120462604e-05,,,,,6486,
4.108376240925208e-06,112643.431042497,,,2.054188120462604e-05,,,,,,,,,12129,,,4.108376240925208e-06,,,,1779986229.584075,2.054188120462604e-05,,,,,6487,
,112645.721579507,,212.0,,,,,0.01642262563109398,,,,,12129,,,,,,,1779986231.874429,,,,,,6488,
4.093094915821228e-06,112728.020569182,,,2.046547457910614e-05,,,,,,,,,12139,,,4.093094915821228e-06,,,,1779986314.1734438,2.046547457910614e-05,,,,,6489,
4.093094915821228e-06,112730.306363192,,,2.046547457910614e-05,,,,,,,,,12139,,,4.093094915821228e-06,,,,1779986316.4593518,2.046547457910614e-05,,,,,6490,
4.093094915821228e-06,112732.597491987,,,2.046547457910614e-05,,,,,,,,,12139,,,4.093094915821228e-06,,,,1779986318.7505047,2.046547457910614e-05,,,,,6491,
4.093094915821228e-06,112734.899040334,,,2.046547457910614e-05,,,,,,,,,12139,,,4.093094915821228e-06,,,,1779986321.0520422,2.046547457910614e-05,,,,,6492,
,112737.202626799,,212.0,,,,,0.019205067306756973,,,,,12139,,,,,,,1779986323.3556523,,,,,,6493,
,112769.94226949,0.0,212.0,,,5.454092979431152,,,0.9096428155899048,3.71875,,,12140,,,,,,0.025301514193415642,1779986356.095072,,,,,0.025301514193415642,6494,
,112769.945848459,,212.0,,,,0.9435145258903503,,,,0.018205957487225533,0.018205957487225533,12140,4.333927154541016,2.9375,,,0.0,,1779986356.0988429,,,,,,6495,
4.077834747198241e-06,112843.940839933,,,2.0389173735991208e-05,,,,,,,,,12149,,,4.077834747198241e-06,,,,1779986430.093611,2.0389173735991208e-05,,,,,6496,
4.077834747198241e-06,112846.240849045,,,2.0389173735991208e-05,,,,,,,,,12149,,,4.077834747198241e-06,,,,1779986432.3938322,2.0389173735991208e-05,,,,,6497,
4.077834747198241e-06,112848.54387206,,,2.0389173735991208e-05,,,,,,,,,12149,,,4.077834747198241e-06,,,,1779986434.6967597,2.0389173735991208e-05,,,,,6498,
4.077834747198241e-06,112850.845455855,,,2.0389173735991208e-05,,,,,,,,,12149,,,4.077834747198241e-06,,,,1779986436.9984598,2.0389173735991208e-05,,,,,6499,
,112853.14643982,,213.0,,,,,0.02103303372859955,,,,,12149,,,,,,,1779986439.2993252,,,,,,6500,
4.062595789712869e-06,112936.004219871,,,2.0312978948564344e-05,,,,,,,,,12159,,,4.062595789712869e-06,,,,1779986522.1570501,2.0312978948564344e-05,,,,,6501,
4.062595789712869e-06,112938.30421595,,,2.0312978948564344e-05,,,,,,,,,12159,,,4.062595789712869e-06,,,,1779986524.4572024,2.0312978948564344e-05,,,,,6502,
4.062595789712869e-06,112940.606175695,,,2.0312978948564344e-05,,,,,,,,,12159,,,4.062595789712869e-06,,,,1779986526.7592063,2.0312978948564344e-05,,,,,6503,
4.062595789712869e-06,112942.907951935,,,2.0312978948564344e-05,,,,,,,,,12159,,,4.062595789712869e-06,,,,1779986529.0607905,2.0312978948564344e-05,,,,,6504,
,112945.211174785,,213.0,,,,,0.014535690657794476,,,,,12159,,,,,,,1779986531.3639884,,,,,,6505,
4.047378097945748e-06,113028.062343862,,,2.023689048972874e-05,,,,,,,,,12169,,,4.047378097945748e-06,,,,1779986614.2151463,2.023689048972874e-05,,,,,6506,
4.047378097945748e-06,113030.362599677,,,2.023689048972874e-05,,,,,,,,,12169,,,4.047378097945748e-06,,,,1779986616.5156536,2.023689048972874e-05,,,,,6507,
4.047378097945748e-06,113032.663424906,,,2.023689048972874e-05,,,,,,,,,12169,,,4.047378097945748e-06,,,,1779986618.816275,2.023689048972874e-05,,,,,6508,
4.047378097945748e-06,113034.964232148,,,2.023689048972874e-05,,,,,,,,,12169,,,4.047378097945748e-06,,,,1779986621.1170962,2.023689048972874e-05,,,,,6509,
,113037.26961114,,213.0,,,,,0.016851989552378654,,,,,12169,,,,,,,1779986623.4224722,,,,,,6510,
4.032181726401371e-06,113120.14212501,,,2.0160908632006855e-05,,,,,,,,,12179,,,4.032181726401371e-06,,,,1779986706.295091,2.0160908632006855e-05,,,,,6511,
4.032181726401371e-06,113122.44417339,,,2.0160908632006855e-05,,,,,,,,,12179,,,4.032181726401371e-06,,,,1779986708.597181,2.0160908632006855e-05,,,,,6512,
4.032181726401371e-06,113124.745620168,,,2.0160908632006855e-05,,,,,,,,,12179,,,4.032181726401371e-06,,,,1779986710.898417,2.0160908632006855e-05,,,,,6513,
4.032181726401371e-06,113127.04802307,,,2.0160908632006855e-05,,,,,,,,,12179,,,4.032181726401371e-06,,,,1779986713.2009122,2.0160908632006855e-05,,,,,6514,
,113129.351473123,,213.0,,,,,0.018525894731283188,,,,,12179,,,,,,,1779986715.504379,,,,,,6515,
4.017006729507859e-06,113212.235156594,,,2.0085033647539292e-05,,,,,,,,,12189,,,4.017006729507859e-06,,,,1779986798.3879697,2.0085033647539292e-05,,,,,6516,
4.017006729507859e-06,113214.534558339,,,2.0085033647539292e-05,,,,,,,,,12189,,,4.017006729507859e-06,,,,1779986800.6875274,2.0085033647539292e-05,,,,,6517,
4.017006729507859e-06,113216.836905054,,,2.0085033647539292e-05,,,,,,,,,12189,,,4.017006729507859e-06,,,,1779986802.989701,2.0085033647539292e-05,,,,,6518,
4.017006729507859e-06,113219.140064046,,,2.0085033647539292e-05,,,,,,,,,12189,,,4.017006729507859e-06,,,,1779986805.2929366,2.0085033647539292e-05,,,,,6519,
,113221.443665213,,213.0,,,,,0.01388747338205576,,,,,12189,,,,,,,1779986807.5965805,,,,,,6520,
,113318.628715987,0.0,213.0,,,5.497782230377197,,,0.9086391925811768,3.7787513732910156,,,12197,,,,,,0.02565247379243374,1779986904.7816114,,,,,0.02565247379243374,6521,
,113318.632319053,,213.0,,,,0.942140519618988,,,,0.018511567264795303,0.018511567264795303,12197,4.370864391326904,2.875,,,0.0,,1779986904.7853634,,,,,,6522,
4.001853161616773e-06,113328.118699117,,,2.0009265808083864e-05,,,,,,,,,12199,,,4.001853161616773e-06,,,,1779986914.2714622,2.0009265808083864e-05,,,,,6523,
4.001853161616773e-06,113330.419915091,,,2.0009265808083864e-05,,,,,,,,,12199,,,4.001853161616773e-06,,,,1779986916.572923,2.0009265808083864e-05,,,,,6524,
4.001853161616773e-06,113332.724772307,,,2.0009265808083864e-05,,,,,,,,,12199,,,4.001853161616773e-06,,,,1779986918.877584,2.0009265808083864e-05,,,,,6525,
4.001853161616773e-06,113335.025232466,,,2.0009265808083864e-05,,,,,,,,,12199,,,4.001853161616773e-06,,,,1779986921.1782074,2.0009265808083864e-05,,,,,6526,
,113337.328271774,,214.0,,,,,0.01791052334010601,,,,,12199,,,,,,,1779986923.4812748,,,,,,6527,
3.986721077002929e-06,113420.176169192,,,1.993360538501464e-05,,,,,,,,,12209,,,3.986721077002929e-06,,,,1779987006.3291469,1.993360538501464e-05,,,,,6528,
3.986721077002929e-06,113422.478432853,,,1.993360538501464e-05,,,,,,,,,12209,,,3.986721077002929e-06,,,,1779987008.631296,1.993360538501464e-05,,,,,6529,
3.986721077002929e-06,113424.778460931,,,1.993360538501464e-05,,,,,,,,,12209,,,3.986721077002929e-06,,,,1779987010.9312525,1.993360538501464e-05,,,,,6530,
3.986721077002929e-06,113427.081417622,,,1.993360538501464e-05,,,,,,,,,12209,,,3.986721077002929e-06,,,,1779987013.2344003,1.993360538501464e-05,,,,,6531,
,113429.383635214,,214.0,,,,,0.01957371085882187,,,,,12209,,,,,,,1779987015.5366364,,,,,,6532,
3.971610529864193e-06,113512.25553825,,,1.9858052649320964e-05,,,,,,,,,12219,,,3.971610529864193e-06,,,,1779987098.408334,1.9858052649320964e-05,,,,,6533,
3.971610529864193e-06,113514.555369358,,,1.9858052649320964e-05,,,,,,,,,12219,,,3.971610529864193e-06,,,,1779987100.7082937,1.9858052649320964e-05,,,,,6534,
3.971610529864193e-06,113516.856561918,,,1.9858052649320964e-05,,,,,,,,,12219,,,3.971610529864193e-06,,,,1779987103.00937,1.9858052649320964e-05,,,,,6535,
3.971610529864193e-06,113519.155392033,,,1.9858052649320964e-05,,,,,,,,,12219,,,3.971610529864193e-06,,,,1779987105.308395,1.9858052649320964e-05,,,,,6536,
,113521.455566496,,214.0,,,,,0.021682564169168472,,,,,12219,,,,,,,1779987107.6085558,,,,,,6537,
3.956521574321294e-06,113604.321815844,,,1.978260787160647e-05,,,,,,,,,12229,,,3.956521574321294e-06,,,,1779987190.4747174,1.978260787160647e-05,,,,,6538,
3.956521574321294e-06,113606.627531397,,,1.978260787160647e-05,,,,,,,,,12229,,,3.956521574321294e-06,,,,1779987192.780342,1.978260787160647e-05,,,,,6539,
3.956521574321294e-06,113608.931121001,,,1.978260787160647e-05,,,,,,,,,12229,,,3.956521574321294e-06,,,,1779987195.083953,1.978260787160647e-05,,,,,6540,
3.956521574321294e-06,113611.233573078,,,1.978260787160647e-05,,,,,,,,,12229,,,3.956521574321294e-06,,,,1779987197.3866293,1.978260787160647e-05,,,,,6541,
,113613.535553607,,214.0,,,,,0.018107164651155472,,,,,12229,,,,,,,1779987199.6886077,,,,,,6542,
3.941454264417626e-06,113696.3916968,,,1.9707271322088128e-05,,,,,,,,,12239,,,3.941454264417626e-06,,,,1779987282.54453,1.9707271322088128e-05,,,,,6543,
3.941454264417626e-06,113698.697615705,,,1.9707271322088128e-05,,,,,,,,,12239,,,3.941454264417626e-06,,,,1779987284.8505185,1.9707271322088128e-05,,,,,6544,
3.941454264417626e-06,113701.001000988,,,1.9707271322088128e-05,,,,,,,,,12239,,,3.941454264417626e-06,,,,1779987287.1539774,1.9707271322088128e-05,,,,,6545,
3.941454264417626e-06,113703.300450257,,,1.9707271322088128e-05,,,,,,,,,12239,,,3.941454264417626e-06,,,,1779987289.4534805,1.9707271322088128e-05,,,,,6546,
,113705.603046316,,214.0,,,,,0.016081582754850388,,,,,12239,,,,,,,1779987291.7560725,,,,,,6547,
3.926408654119056e-06,113788.464753727,,,1.963204327059528e-05,,,,,,,,,12249,,,3.926408654119056e-06,,,,1779987374.6176105,1.963204327059528e-05,,,,,6548,
3.926408654119056e-06,113790.768145988,,,1.963204327059528e-05,,,,,,,,,12249,,,3.926408654119056e-06,,,,1779987376.9210715,1.963204327059528e-05,,,,,6549,
3.926408654119056e-06,113793.071018539,,,1.963204327059528e-05,,,,,,,,,12249,,,3.926408654119056e-06,,,,1779987379.2238483,1.963204327059528e-05,,,,,6550,
3.926408654119056e-06,113795.370963578,,,1.963204327059528e-05,,,,,,,,,12249,,,3.926408654119056e-06,,,,1779987381.523885,1.963204327059528e-05,,,,,6551,
,113797.670873644,,214.0,,,,,0.015297645702958107,,,,,12249,,,,,,,1779987383.8238904,,,,,,6552,
,113866.777716805,0.0,214.0,,,5.467262268066406,,,0.9092790484428406,3.78125,,,12254,,,,,,0.025458721444010735,1779987452.9306831,,,,,0.025458721444010735,6553,
,113866.782320712,,214.0,,,,0.9421713352203369,,,,0.01864800788462162,0.01864800788462162,12254,4.393398761749268,3.0,,,0.0,,1779987452.9353678,,,,,,6554,
3.911384797313731e-06,113903.657872445,,,1.9556923986568654e-05,,,,,,,,,12259,,,3.911384797313731e-06,,,,1779987489.8107173,1.9556923986568654e-05,,,,,6555,
3.911384797313731e-06,113905.944637356,,,1.9556923986568654e-05,,,,,,,,,12259,,,3.911384797313731e-06,,,,1779987492.097641,1.9556923986568654e-05,,,,,6556,
3.911384797313731e-06,113908.228933061,,,1.9556923986568654e-05,,,,,,,,,12259,,,3.911384797313731e-06,,,,1779987494.3819842,1.9556923986568654e-05,,,,,6557,
3.911384797313731e-06,113910.512529348,,,1.9556923986568654e-05,,,,,,,,,12259,,,3.911384797313731e-06,,,,1779987496.6655846,1.9556923986568654e-05,,,,,6558,
,113912.800650873,,215.0,,,,,0.016840990632772446,,,,,12259,,,,,,,1779987498.9537582,,,,,,6559,
3.896382747811885e-06,113995.106302104,,,1.9481913739059428e-05,,,,,,,,,12269,,,3.896382747811885e-06,,,,1779987581.2593374,1.9481913739059428e-05,,,,,6560,
3.896382747811885e-06,113997.394481233,,,1.9481913739059428e-05,,,,,,,,,12269,,,3.896382747811885e-06,,,,1779987583.5473938,1.9481913739059428e-05,,,,,6561,
3.896382747811885e-06,113999.684882226,,,1.9481913739059428e-05,,,,,,,,,12269,,,3.896382747811885e-06,,,,1779987585.837946,1.9481913739059428e-05,,,,,6562,
3.896382747811885e-06,114001.970569346,,,1.9481913739059428e-05,,,,,,,,,12269,,,3.896382747811885e-06,,,,1779987588.1236262,1.9481913739059428e-05,,,,,6563,
,114004.254399981,,215.0,,,,,0.017988955602049828,,,,,12269,,,,,,,1779987590.407484,,,,,,6564,
3.881402559345644e-06,114086.555079732,,,1.9407012796728218e-05,,,,,,,,,12279,,,3.881402559345644e-06,,,,1779987672.7079217,1.9407012796728218e-05,,,,,6565,
3.881402559345644e-06,114088.843868303,,,1.9407012796728218e-05,,,,,,,,,12279,,,3.881402559345644e-06,,,,1779987674.9967375,1.9407012796728218e-05,,,,,6566,
3.881402559345644e-06,114091.131224094,,,1.9407012796728218e-05,,,,,,,,,12279,,,3.881402559345644e-06,,,,1779987677.2842357,1.9407012796728218e-05,,,,,6567,
3.881402559345644e-06,114093.415800795,,,1.9407012796728218e-05,,,,,,,,,12279,,,3.881402559345644e-06,,,,1779987679.5688467,1.9407012796728218e-05,,,,,6568,
,114095.700890646,,215.0,,,,,0.017038054764270782,,,,,12279,,,,,,,1779987681.8539693,,,,,,6569,
3.866444285568835e-06,114177.997816298,,,1.933222142784417e-05,,,,,,,,,12289,,,3.866444285568835e-06,,,,1779987764.1506934,1.933222142784417e-05,,,,,6570,
3.866444285568835e-06,114180.285112746,,,1.933222142784417e-05,,,,,,,,,12289,,,3.866444285568835e-06,,,,1779987766.437984,1.933222142784417e-05,,,,,6571,
3.866444285568835e-06,114182.571727262,,,1.933222142784417e-05,,,,,,,,,12289,,,3.866444285568835e-06,,,,1779987768.7247667,1.933222142784417e-05,,,,,6572,
3.866444285568835e-06,114184.856621256,,,1.933222142784417e-05,,,,,,,,,12289,,,3.866444285568835e-06,,,,1779987771.009661,1.933222142784417e-05,,,,,6573,
,114187.145716424,,215.0,,,,,0.01977834291756153,,,,,12289,,,,,,,1779987773.298723,,,,,,6574,
3.851507980056804e-06,114269.460360534,,,1.9257539900284015e-05,,,,,,,,,12299,,,3.851507980056804e-06,,,,1779987855.6132565,1.9257539900284015e-05,,,,,6575,
3.851507980056804e-06,114271.745730769,,,1.9257539900284015e-05,,,,,,,,,12299,,,3.851507980056804e-06,,,,1779987857.8987033,1.9257539900284015e-05,,,,,6576,
3.851507980056804e-06,114274.031472343,,,1.9257539900284015e-05,,,,,,,,,12299,,,3.851507980056804e-06,,,,1779987860.1844895,1.9257539900284015e-05,,,,,6577,
3.851507980056804e-06,114276.317154126,,,1.9257539900284015e-05,,,,,,,,,12299,,,3.851507980056804e-06,,,,1779987862.4701807,1.9257539900284015e-05,,,,,6578,
,114278.602499104,,215.0,,,,,0.016552045941352844,,,,,12299,,,,,,,1779987864.755566,,,,,,6579,
3.8365936963061955e-06,114360.892416042,,,1.9182968481530978e-05,,,,,,,,,12309,,,3.8365936963061955e-06,,,,1779987947.045345,1.9182968481530978e-05,,,,,6580,
3.8365936963061955e-06,114363.178583691,,,1.9182968481530978e-05,,,,,,,,,12309,,,3.8365936963061955e-06,,,,1779987949.331599,1.9182968481530978e-05,,,,,6581,
3.8365936963061955e-06,114365.464305392,,,1.9182968481530978e-05,,,,,,,,,12309,,,3.8365936963061955e-06,,,,1779987951.6173306,1.9182968481530978e-05,,,,,6582,
3.8365936963061955e-06,114367.752281394,,,1.9182968481530978e-05,,,,,,,,,12309,,,3.8365936963061955e-06,,,,1779987953.905247,1.9182968481530978e-05,,,,,6583,
,114370.039361062,,215.0,,,,,0.020063355565071106,,,,,12309,,,,,,,1779987956.1923666,,,,,,6584,
,114411.677156513,0.0,215.0,,,5.407674789428711,,,0.9109358787536621,3.75,,,12311,,,,,,0.025186283513903618,1779987997.830055,,,,,0.025186283513903618,6585,
,114412.113727963,,215.0,,,,0.942704439163208,,,,0.018469814211130142,0.018469814211130142,12311,4.358160495758057,2.9296875,,,0.0,,1779987998.2665355,,,,,,6586,
3.821701487734791e-06,114476.426282698,,,1.9108507438673956e-05,,,,,,,,,12319,,,3.821701487734791e-06,,,,1779988062.5791128,1.9108507438673956e-05,,,,,6587,
3.821701487734791e-06,114478.711747269,,,1.9108507438673956e-05,,,,,,,,,12319,,,3.821701487734791e-06,,,,1779988064.8647366,1.9108507438673956e-05,,,,,6588,
3.821701487734791e-06,114480.997460914,,,1.9108507438673956e-05,,,,,,,,,12319,,,3.821701487734791e-06,,,,1779988067.1504917,1.9108507438673956e-05,,,,,6589,
3.821701487734791e-06,114483.284396372,,,1.9108507438673956e-05,,,,,,,,,12319,,,3.821701487734791e-06,,,,1779988069.4372468,1.9108507438673956e-05,,,,,6590,
,114485.570783738,,216.0,,,,,0.021483223885297775,,,,,12319,,,,,,,1779988071.7237847,,,,,,6591,
3.8068314076813184e-06,114567.873276288,,,1.9034157038406592e-05,,,,,,,,,12329,,,3.8068314076813184e-06,,,,1779988154.0261152,1.9034157038406592e-05,,,,,6592,
3.8068314076813184e-06,114570.156733092,,,1.9034157038406592e-05,,,,,,,,,12329,,,3.8068314076813184e-06,,,,1779988156.3097415,1.9034157038406592e-05,,,,,6593,
3.8068314076813184e-06,114572.445225954,,,1.9034157038406592e-05,,,,,,,,,12329,,,3.8068314076813184e-06,,,,1779988158.598235,1.9034157038406592e-05,,,,,6594,
3.8068314076813184e-06,114574.732348178,,,1.9034157038406592e-05,,,,,,,,,12329,,,3.8068314076813184e-06,,,,1779988160.8853579,1.9034157038406592e-05,,,,,6595,
,114577.022403874,,216.0,,,,,0.014692256227135658,,,,,12329,,,,,,,1779988163.1752725,,,,,,6596,
3.7919835094052215e-06,114659.333938847,,,1.8959917547026106e-05,,,,,,,,,12339,,,3.7919835094052215e-06,,,,1779988245.486769,1.8959917547026106e-05,,,,,6597,
3.7919835094052215e-06,114661.621497415,,,1.8959917547026106e-05,,,,,,,,,12339,,,3.7919835094052215e-06,,,,1779988247.7744658,1.8959917547026106e-05,,,,,6598,
3.7919835094052215e-06,114663.909503073,,,1.8959917547026106e-05,,,,,,,,,12339,,,3.7919835094052215e-06,,,,1779988250.0624938,1.8959917547026106e-05,,,,,6599,
3.7919835094052215e-06,114666.194342348,,,1.8959917547026106e-05,,,,,,,,,12339,,,3.7919835094052215e-06,,,,1779988252.3473608,1.8959917547026106e-05,,,,,6600,
,114668.481069536,,216.0,,,,,0.01585816964507103,,,,,12339,,,,,,,1779988254.633996,,,,,,6601,
3.7771578460865145e-06,114750.794550599,,,1.888578923043257e-05,,,,,,,,,12349,,,3.7771578460865145e-06,,,,1779988336.947502,1.888578923043257e-05,,,,,6602,
3.7771578460865145e-06,114753.07814839,,,1.888578923043257e-05,,,,,,,,,12349,,,3.7771578460865145e-06,,,,1779988339.231194,1.888578923043257e-05,,,,,6603,
3.7771578460865145e-06,114755.362554353,,,1.888578923043257e-05,,,,,,,,,12349,,,3.7771578460865145e-06,,,,1779988341.5155706,1.888578923043257e-05,,,,,6604,
3.7771578460865145e-06,114757.649205616,,,1.888578923043257e-05,,,,,,,,,12349,,,3.7771578460865145e-06,,,,1779988343.8020287,1.888578923043257e-05,,,,,6605,
,114759.936523819,,216.0,,,,,0.029312526807188988,,,,,12349,,,,,,,1779988346.0894046,,,,,,6606,
3.7623544708255755e-06,114842.254813197,,,1.8811772354127875e-05,,,,,,,,,12359,,,3.7623544708255755e-06,,,,1779988428.4076898,1.8811772354127875e-05,,,,,6607,
3.7623544708255755e-06,114844.544280876,,,1.8811772354127875e-05,,,,,,,,,12359,,,3.7623544708255755e-06,,,,1779988430.6971958,1.8811772354127875e-05,,,,,6608,
3.7623544708255755e-06,114846.828737754,,,1.8811772354127875e-05,,,,,,,,,12359,,,3.7623544708255755e-06,,,,1779988432.9816027,1.8811772354127875e-05,,,,,6609,
3.7623544708255755e-06,114849.114208033,,,1.8811772354127875e-05,,,,,,,,,12359,,,3.7623544708255755e-06,,,,1779988435.2672374,1.8811772354127875e-05,,,,,6610,
,114851.401086835,,216.0,,,,,0.01809646189212799,,,,,12359,,,,,,,1779988437.5539062,,,,,,6611,
,114957.023341486,0.0,216.0,,,5.463795185089111,,,0.909795343875885,3.75,,,12368,,,,,,0.025448651984333992,1779988543.1762288,,,,,0.025448651984333992,6612,
,114957.026925044,,216.0,,,,0.9426841139793396,,,,0.01836942322552204,0.01836942322552204,12368,4.3503522872924805,2.9124984741210938,,,0.0,,1779988543.1799796,,,,,,6613,
3.747573436642952e-06,114957.299291703,,,1.8737867183214757e-05,,,,,,,,,12369,,,3.747573436642952e-06,,,,1779988543.4479358,1.8737867183214757e-05,,,,,6614,
3.747573436642952e-06,114959.584110679,,,1.8737867183214757e-05,,,,,,,,,12369,,,3.747573436642952e-06,,,,1779988545.7369878,1.8737867183214757e-05,,,,,6615,
3.747573436642952e-06,114961.871222706,,,1.8737867183214757e-05,,,,,,,,,12369,,,3.747573436642952e-06,,,,1779988548.024208,1.8737867183214757e-05,,,,,6616,
3.747573436642952e-06,114964.159507593,,,1.8737867183214757e-05,,,,,,,,,12369,,,3.747573436642952e-06,,,,1779988550.3125474,1.8737867183214757e-05,,,,,6617,
,114966.445988952,,217.0,,,,,0.012342039495706558,,,,,12369,,,,,,,1779988552.599033,,,,,,6618,
3.732814796479157e-06,115048.747897039,,,1.8664073982395784e-05,,,,,,,,,12379,,,3.732814796479157e-06,,,,1779988634.900764,1.8664073982395784e-05,,,,,6619,
3.732814796479157e-06,115051.036086242,,,1.8664073982395784e-05,,,,,,,,,12379,,,3.732814796479157e-06,,,,1779988637.1889849,1.8664073982395784e-05,,,,,6620,
3.732814796479157e-06,115053.322534863,,,1.8664073982395784e-05,,,,,,,,,12379,,,3.732814796479157e-06,,,,1779988639.475553,1.8664073982395784e-05,,,,,6621,
3.732814796479157e-06,115055.608200669,,,1.8664073982395784e-05,,,,,,,,,12379,,,3.732814796479157e-06,,,,1779988641.76117,1.8664073982395784e-05,,,,,6622,
,115057.895077862,,217.0,,,,,0.030055377632379532,,,,,12379,,,,,,,1779988644.0480976,,,,,,6623,
3.7180786031945237e-06,115140.222284561,,,1.8590393015972617e-05,,,,,,,,,12389,,,3.7180786031945237e-06,,,,1779988726.3752086,1.8590393015972617e-05,,,,,6624,
3.7180786031945237e-06,115142.508950238,,,1.8590393015972617e-05,,,,,,,,,12389,,,3.7180786031945237e-06,,,,1779988728.661781,1.8590393015972617e-05,,,,,6625,
3.7180786031945237e-06,115144.795449885,,,1.8590393015972617e-05,,,,,,,,,12389,,,3.7180786031945237e-06,,,,1779988730.9485366,1.8590393015972617e-05,,,,,6626,
3.7180786031945237e-06,115147.085379701,,,1.8590393015972617e-05,,,,,,,,,12389,,,3.7180786031945237e-06,,,,1779988733.2382934,1.8590393015972617e-05,,,,,6627,
,115149.371651906,,217.0,,,,,0.02454287000000477,,,,,12389,,,,,,,1779988735.5246935,,,,,,6628,
3.7033649095689707e-06,115231.676307724,,,1.851682454784485e-05,,,,,,,,,12399,,,3.7033649095689707e-06,,,,1779988817.829211,1.851682454784485e-05,,,,,6629,
3.7033649095689707e-06,115233.961318217,,,1.851682454784485e-05,,,,,,,,,12399,,,3.7033649095689707e-06,,,,1779988820.1141737,1.851682454784485e-05,,,,,6630,
3.7033649095689707e-06,115236.246590183,,,1.851682454784485e-05,,,,,,,,,12399,,,3.7033649095689707e-06,,,,1779988822.399647,1.851682454784485e-05,,,,,6631,
3.7033649095689707e-06,115238.533714718,,,1.851682454784485e-05,,,,,,,,,12399,,,3.7033649095689707e-06,,,,1779988824.686595,1.851682454784485e-05,,,,,6632,
,115240.817263977,,217.0,,,,,0.021449357271194458,,,,,12399,,,,,,,1779988826.970319,,,,,,6633,
3.6886737683018326e-06,115323.122802997,,,1.8443368841509164e-05,,,,,,,,,12409,,,3.6886737683018326e-06,,,,1779988909.2756171,1.8443368841509164e-05,,,,,6634,
3.6886737683018326e-06,115325.411875518,,,1.8443368841509164e-05,,,,,,,,,12409,,,3.6886737683018326e-06,,,,1779988911.564866,1.8443368841509164e-05,,,,,6635,
3.6886737683018326e-06,115327.697738611,,,1.8443368841509164e-05,,,,,,,,,12409,,,3.6886737683018326e-06,,,,1779988913.850725,1.8443368841509164e-05,,,,,6636,
3.6886737683018326e-06,115329.984375846,,,1.8443368841509164e-05,,,,,,,,,12409,,,3.6886737683018326e-06,,,,1779988916.1372254,1.8443368841509164e-05,,,,,6637,
,115332.269756865,,217.0,,,,,0.007324735634028912,,,,,12409,,,,,,,1779988918.4228034,,,,,,6638,
3.6740052320116736e-06,115414.565306582,,,1.8370026160058368e-05,,,,,,,,,12419,,,3.6740052320116736e-06,,,,1779989000.718385,1.8370026160058368e-05,,,,,6639,
3.6740052320116736e-06,115416.853943751,,,1.8370026160058368e-05,,,,,,,,,12419,,,3.6740052320116736e-06,,,,1779989003.0068247,1.8370026160058368e-05,,,,,6640,
3.6740052320116736e-06,115419.14186851,,,1.8370026160058368e-05,,,,,,,,,12419,,,3.6740052320116736e-06,,,,1779989005.2949018,1.8370026160058368e-05,,,,,6641,
3.6740052320116736e-06,115421.430443554,,,1.8370026160058368e-05,,,,,,,,,12419,,,3.6740052320116736e-06,,,,1779989007.5833127,1.8370026160058368e-05,,,,,6642,
,115423.718079939,,217.0,,,,,0.028512680903077126,,,,,12419,,,,,,,1779989009.8711555,,,,,,6643,
,115501.937943905,0.0,217.0,,,5.478587627410889,,,0.9086257815361023,3.625,,,12425,,,,,,0.025558464229106903,1779989088.0908523,,,,,0.025558464229106903,6644,
,115501.941459071,,217.0,,,,0.9438177943229675,,,,0.01821179687976837,0.01821179687976837,12425,4.320319175720215,2.90625,,,0.0,,1779989088.0945032,,,,,,6645,
3.6593593532360917e-06,115529.727522797,,,1.8296796766180457e-05,,,,,,,,,12429,,,3.6593593532360917e-06,,,,1779989115.8803704,1.8296796766180457e-05,,,,,6646,
3.6593593532360917e-06,115532.013200297,,,1.8296796766180457e-05,,,,,,,,,12429,,,3.6593593532360917e-06,,,,1779989118.1661124,1.8296796766180457e-05,,,,,6647,
